order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  189	 198	28.6	  -2.4683	 3.1793
 1	  257	 197	30.4	  -2.4599	 3.0201
 2	  496	 217	42.3	  -2.3318	 3.3926
 3	  568	 204	43.2	  -2.1483	 3.2497
 4	  723	 210	46.7	  -2.2036	 3.3244
 5	  793	 213	42.4	  -2.1912	 3.2385
 6	  910	 197	42.9	  -2.2368	 3.6828
 7	  987	 181	41.9	  -2.3179	 3.7426
 8	 1095	 176	40.7	  -2.2118	 3.2971
 9	 1341	 145	40.2	  -2.1889	 3.1254
10	 1622	 188	41.8	  -2.3520	 3.3937
11	 2024	 184	46.7	  -2.2971	 3.3811
12	 2345	 162	45.4	  -2.1362	 3.6397
13	 2544	 134	46.7	  -2.2328	 3.7813
14	 2744	 129	43.2	  -2.1973	 3.4554
15	 2778	 130	42.7	  -2.2978	 3.4530
16	 3211	 125	41.6	  -2.2695	 3.0764
17	 3227	 138	39.3	  -2.3298	 3.3505
18	 3489	 106	46.0	  -2.3164	 3.6269
19	 4050	 127	45.6	  -2.3134	 3.7036
20	 3942	 126	44.6	  -2.4481	 3.5843
21	 4433	 123	41.3	  -2.4346	 3.8368
22	 4478	 121	44.6	  -2.2534	 4.0606
23	 4896	 120	40.8	  -2.2721	 4.1380
24	 5331	 101	45.3	  -2.2798	 4.7797
25	 5791	  90	40.7	  -2.2931	 4.0904
26	 6400	  83	41.4	  -2.4288	 4.6331
27	 6931	  85	34.0	  -2.3659	 3.6923
28	 7292	  60	35.4	  -2.3068	 3.4734
29	 7693	  56	31.8	  -2.3591	 3.3973
30	    0	   0	 0.0	   0.0000	 0.0000
31	 9295	  37	43.1	  -2.4582	 4.0069
32	 9008	  85	39.3	  -2.3569	 3.6802
33	10206	  51	39.3	  -2.2598	 3.8520
34	 9576	  42	38.1	  -2.3720	 4.3420
35	 7939	  13	43.4	  -2.4551	 4.5767
36	10398	  26	28.9	  -2.5297	 3.2521
37	10382	  53	27.6	  -2.4036	 3.7172
38	    0	   0	 0.0	   0.0000	 0.0000
