order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  112	 198	26.5	  -2.2249	 3.3001
 1	  145	 197	28.4	  -2.3269	 3.0007
 2	  274	 217	40.8	  -2.1975	 3.3886
 3	  309	 204	41.2	  -2.1223	 3.3014
 4	  386	 210	45.2	  -2.0827	 3.3689
 5	  419	 213	40.9	  -2.0771	 3.2377
 6	  478	 197	40.6	  -2.1960	 3.7502
 7	  507	 181	40.8	  -2.2423	 3.6828
 8	  554	 176	39.8	  -2.0871	 3.2535
 9	  666	 145	39.0	  -2.1008	 3.1396
10	  785	 188	41.3	  -2.2496	 3.3651
11	  968	 184	45.4	  -2.1830	 3.4038
12	 1104	 162	44.4	  -1.9950	 3.6537
13	 1187	 134	45.4	  -2.1677	 3.7496
14	 1276	 129	42.3	  -2.1088	 3.4566
15	 1281	 130	41.8	  -2.1947	 3.4286
16	 1474	 125	40.1	  -2.1678	 3.1089
17	 1473	 138	38.3	  -2.2288	 3.3301
18	 1573	 106	45.0	  -2.2495	 3.6303
19	 1809	 127	45.1	  -2.1851	 3.6769
20	 1766	 126	43.6	  -2.3547	 3.5683
21	 1967	 123	40.7	  -2.3296	 3.8265
22	 1984	 121	43.8	  -2.1418	 4.0558
23	 2149	 120	40.2	  -2.1488	 4.1131
24	 2335	 101	44.7	  -2.1735	 4.7222
25	 2522	  90	39.8	  -2.1575	 4.0980
26	 2787	  83	40.6	  -2.3244	 4.6348
27	 3026	  85	33.1	  -2.2677	 3.7183
28	 3178	  60	34.3	  -2.1894	 3.4730
29	 3340	  56	31.3	  -2.2359	 3.3606
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4021	  37	42.2	  -2.3364	 3.9881
32	 3916	  85	38.3	  -2.2562	 3.6835
33	 4407	  51	38.7	  -2.1645	 3.8351
34	 4159	  42	36.9	  -2.2815	 4.3546
35	 3438	  13	42.1	  -2.3956	 4.4611
36	 4534	  26	28.3	  -2.4315	 3.2247
37	 4515	  53	26.3	  -2.2473	 3.7276
38	    0	   0	 0.0	   0.0000	 0.0000
