order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  137	 198	27.6	  -2.2079	 3.4144
 1	  185	 197	30.6	  -2.1885	 3.0672
 2	  363	 217	43.5	  -2.0613	 3.3512
 3	  421	 204	44.0	  -1.9721	 3.1854
 4	  533	 210	47.5	  -2.0174	 3.3079
 5	  587	 213	42.6	  -1.9820	 3.2373
 6	  671	 197	43.7	  -2.0763	 3.6669
 7	  730	 181	42.8	  -2.1101	 3.7147
 8	  816	 176	41.3	  -1.9875	 3.2759
 9	  995	 145	40.4	  -2.0173	 3.1048
10	 1206	 188	42.3	  -2.1593	 3.3310
11	 1504	 184	47.2	  -2.0921	 3.3758
12	 1752	 162	45.5	  -1.9181	 3.6145
13	 1897	 134	47.1	  -2.0433	 3.7468
14	 2054	 129	43.5	  -2.0141	 3.4218
15	 2083	 130	43.0	  -2.1149	 3.4578
16	 2427	 125	41.4	  -2.0672	 3.0846
17	 2432	 138	39.5	  -2.1467	 3.3310
18	 2632	 106	45.8	  -2.1625	 3.6266
19	 3060	 127	45.8	  -2.1147	 3.6727
20	 2993	 126	44.5	  -2.2572	 3.5525
21	 3361	 123	41.4	  -2.2382	 3.7734
22	 3410	 121	44.8	  -2.0540	 4.0439
23	 3743	 120	41.0	  -2.0382	 4.0919
24	 4086	 101	45.5	  -2.0939	 4.7466
25	 4436	  90	40.6	  -2.0890	 4.1173
26	 4922	  83	41.4	  -2.2229	 4.5934
27	 5363	  85	33.9	  -2.1806	 3.6890
28	 5659	  60	35.6	  -2.0955	 3.4178
29	 5947	  56	32.2	  -2.1670	 3.3898
30	    0	   0	 0.0	   0.0000	 0.0000
31	 7249	  37	43.3	  -2.2504	 3.9744
32	 7073	  85	39.5	  -2.1376	 3.6522
33	 7987	  51	39.1	  -2.0674	 3.8317
34	 7550	  42	37.7	  -2.2096	 4.3542
35	 6240	  13	43.7	  -2.2773	 4.4673
36	 8283	  26	29.0	  -2.3269	 3.1917
37	 8245	  53	27.7	  -2.2511	 3.6797
38	    0	   0	 0.0	   0.0000	 0.0000
