order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  115	 198	20.5	  -2.3088	 3.2344
 1	  157	 197	25.3	  -2.3836	 3.1216
 2	  287	 217	39.0	  -2.1298	 3.4209
 3	  340	 204	40.6	  -2.0514	 3.2055
 4	  441	 210	44.0	  -2.1206	 3.3263
 5	  502	 213	40.7	  -2.0956	 3.2121
 6	  592	 197	41.6	  -2.1860	 3.6459
 7	  660	 181	40.7	  -2.2138	 3.7299
 8	  755	 176	39.5	  -2.0597	 3.2796
 9	  943	 145	39.3	  -2.1006	 3.0973
10	 1161	 188	41.2	  -2.2721	 3.3947
11	 1474	 184	46.3	  -2.2091	 3.3959
12	 1751	 162	44.9	  -2.0362	 3.6279
13	 1932	 134	46.6	  -2.1653	 3.7631
14	 2132	 129	43.3	  -2.0899	 3.4316
15	 2201	 130	42.7	  -2.1960	 3.4374
16	 2601	 125	41.1	  -2.1914	 3.0853
17	 2660	 138	39.1	  -2.2339	 3.3266
18	 2905	 106	46.0	  -2.2740	 3.6238
19	 3435	 127	45.6	  -2.2093	 3.6855
20	 3383	 126	44.5	  -2.3781	 3.5754
21	 3837	 123	41.4	  -2.3460	 3.7840
22	 3953	 121	44.7	  -2.1751	 4.0543
23	 4372	 120	40.7	  -2.1833	 4.1315
24	 4812	 101	45.6	  -2.2094	 4.7537
25	 5290	  90	40.5	  -2.2132	 4.1298
26	 5883	  83	41.7	  -2.3245	 4.5776
27	 6471	  85	34.1	  -2.3171	 3.6892
28	 6866	  60	35.4	  -2.2296	 3.4470
29	 7247	  56	31.4	  -2.2926	 3.4162
30	    0	   0	 0.0	   0.0000	 0.0000
31	 8931	  37	43.2	  -2.3907	 3.9914
32	 8686	  85	39.5	  -2.2972	 3.6666
33	 9849	  51	39.2	  -2.2043	 3.8421
34	 9286	  42	38.0	  -2.3199	 4.3295
35	 7730	  13	43.9	  -2.4465	 4.4703
36	10180	  26	28.7	  -2.4306	 3.2379
37	10183	  53	27.4	  -2.3845	 3.7367
38	    0	   0	 0.0	   0.0000	 0.0000
