order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  143	 198	31.2	  -2.0528	 3.1158
 1	  192	 197	30.2	  -2.0273	 3.0086
 2	  366	 217	42.1	  -2.0767	 3.3999
 3	  410	 204	42.7	  -1.9211	 3.2846
 4	  511	 210	46.6	  -1.9997	 3.3546
 5	  553	 213	42.1	  -1.9721	 3.2169
 6	  625	 197	42.0	  -2.0152	 3.7346
 7	  670	 181	41.3	  -2.1217	 3.7181
 8	  726	 176	40.3	  -1.9893	 3.2807
 9	  878	 145	39.9	  -2.0076	 3.1378
10	 1036	 188	41.2	  -2.1421	 3.3994
11	 1266	 184	46.3	  -2.1113	 3.3793
12	 1455	 162	44.5	  -1.8792	 3.6301
13	 1560	 134	45.8	  -2.0106	 3.7569
14	 1658	 129	43.0	  -1.9594	 3.4423
15	 1652	 130	42.1	  -2.0695	 3.4514
16	 1908	 125	40.5	  -2.0931	 3.0986
17	 1891	 138	38.8	  -2.1300	 3.3367
18	 2020	 106	45.3	  -2.0943	 3.6208
19	 2318	 127	44.9	  -2.0794	 3.7093
20	 2246	 126	43.8	  -2.1806	 3.5642
21	 2500	 123	40.9	  -2.2263	 3.7924
22	 2508	 121	44.1	  -2.0290	 4.0432
23	 2716	 120	40.4	  -2.0283	 4.0950
24	 2948	 101	44.8	  -2.0570	 4.7430
25	 3185	  90	39.9	  -2.0683	 4.1118
26	 3485	  83	40.9	  -2.2020	 4.6236
27	 3771	  85	33.5	  -2.1629	 3.7204
28	 3951	  60	34.7	  -2.0763	 3.4624
29	 4139	  56	31.4	  -2.1160	 3.3865
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4968	  37	42.6	  -2.1607	 3.9657
32	 4801	  85	38.8	  -2.1386	 3.6804
33	 5406	  51	38.5	  -2.0227	 3.8662
34	 5082	  42	37.0	  -2.1957	 4.3619
35	 4192	  13	42.8	  -2.2056	 4.5189
36	 5522	  26	28.2	  -2.3055	 3.2074
37	 5475	  53	26.3	  -2.1788	 3.5808
38	    0	   0	 0.0	   0.0000	 0.0000
