order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   86	 198	23.5	  -2.2060	 3.2404
 1	  114	 197	25.6	  -2.2865	 3.1144
 2	  214	 217	40.5	  -2.3047	 3.4296
 3	  243	 204	41.7	  -2.2954	 3.3072
 4	  312	 210	45.1	  -2.2698	 3.3489
 5	  347	 213	40.8	  -2.2434	 3.2333
 6	  402	 197	40.9	  -2.3371	 3.6427
 7	  435	 181	40.5	  -2.4248	 3.7187
 8	  484	 176	39.6	  -2.2596	 3.2753
 9	  587	 145	39.6	  -2.3186	 3.1090
10	  711	 188	41.0	  -2.4636	 3.3556
11	  879	 184	46.2	  -2.3737	 3.3734
12	 1021	 162	44.1	  -2.2148	 3.6530
13	 1105	 134	46.0	  -2.3667	 3.7650
14	 1200	 129	42.3	  -2.2686	 3.4345
15	 1219	 130	42.1	  -2.3765	 3.4306
16	 1426	 125	40.3	  -2.3573	 3.0925
17	 1430	 138	38.9	  -2.4450	 3.3087
18	 1537	 106	45.3	  -2.4030	 3.5982
19	 1792	 127	44.5	  -2.3996	 3.7020
20	 1745	 126	43.8	  -2.5263	 3.5821
21	 1962	 123	40.7	  -2.5272	 3.8039
22	 1981	 121	43.9	  -2.3772	 4.0448
23	 2160	 120	40.3	  -2.3374	 4.1019
24	 2357	 101	44.6	  -2.3989	 4.7996
25	 2550	  90	39.8	  -2.3859	 4.1060
26	 2821	  83	41.4	  -2.4836	 4.5717
27	 3066	  85	33.5	  -2.4884	 3.6754
28	 3220	  60	35.0	  -2.3574	 3.4110
29	 3386	  56	31.0	  -2.4453	 3.4126
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4111	  37	42.1	  -2.5012	 3.9931
32	 4003	  85	38.6	  -2.4517	 3.6606
33	 4509	  51	38.7	  -2.3609	 3.8285
34	 4249	  42	37.1	  -2.5152	 4.3474
35	 3659	  13	41.9	  -2.4893	 4.6738
36	 4674	  26	28.2	  -2.5728	 3.2318
37	 4630	  53	26.4	  -2.5195	 3.7033
38	    0	   0	 0.0	   0.0000	 0.0000
