order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  260	 198	36.4	  -2.4689	 3.2550
 1	  365	 197	36.7	  -2.3596	 2.9811
 2	  752	 217	46.2	  -2.2802	 3.4398
 3	  852	 204	47.1	  -2.2099	 3.2359
 4	 1077	 210	50.2	  -2.2573	 3.3137
 5	 1156	 213	45.7	  -2.2534	 3.2321
 6	 1290	 197	47.1	  -2.2944	 3.7482
 7	 1396	 181	45.0	  -2.3406	 3.7953
 8	 1530	 176	43.5	  -2.2512	 3.3125
 9	 1878	 145	42.3	  -2.2567	 3.1426
10	 2252	 188	43.8	  -2.4083	 3.3964
11	 2816	 184	48.7	  -2.3266	 3.4001
12	 3223	 162	47.0	  -2.1387	 3.6404
13	 3490	 134	48.6	  -2.2890	 3.7743
14	 3725	 129	44.6	  -2.2456	 3.4590
15	 3733	 130	44.2	  -2.3281	 3.4876
16	 4283	 125	42.7	  -2.2858	 3.1126
17	 4277	 138	40.5	  -2.3824	 3.3470
18	 4632	 106	47.3	  -2.3689	 3.6351
19	 5345	 127	46.7	  -2.3428	 3.7070
20	 5230	 126	45.5	  -2.5089	 3.6202
21	 5835	 123	42.3	  -2.4540	 3.8571
22	 5862	 121	45.7	  -2.2952	 4.0904
23	 6446	 120	41.6	  -2.2897	 4.1714
24	 6991	 101	46.3	  -2.3275	 4.7844
25	 7615	  90	41.2	  -2.3021	 4.1126
26	 8372	  83	42.2	  -2.4586	 4.6036
27	 9148	  85	34.8	  -2.4093	 3.7256
28	 9577	  60	36.1	  -2.3215	 3.5109
29	10148	  56	32.5	  -2.3942	 3.3970
30	    0	   0	 0.0	   0.0000	 0.0000
31	12263	  37	44.2	  -2.4944	 3.9908
32	11842	  85	40.1	  -2.3840	 3.6818
33	13558	  51	39.7	  -2.3367	 3.8680
34	12621	  42	38.5	  -2.4602	 4.3839
35	10765	  13	44.5	  -2.4987	 4.5268
36	13694	  26	29.2	  -2.5211	 3.3036
37	13790	  53	28.4	  -2.4827	 3.7744
38	    0	   0	 0.0	   0.0000	 0.0000
