order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  155	 198	29.4	  -2.1279	 3.2556
 1	  211	 197	31.3	  -2.0505	 2.9870
 2	  410	 217	42.3	  -2.0584	 3.3848
 3	  468	 204	43.6	  -1.8976	 3.2125
 4	  593	 210	47.2	  -1.9640	 3.2818
 5	  651	 213	42.2	  -1.9878	 3.2205
 6	  741	 197	42.7	  -1.9966	 3.6827
 7	  795	 181	42.2	  -2.1477	 3.7394
 8	  881	 176	40.4	  -2.0403	 3.2933
 9	 1077	 145	40.0	  -1.9634	 3.1148
10	 1281	 188	41.9	  -2.1417	 3.3762
11	 1595	 184	47.1	  -2.0719	 3.3636
12	 1848	 162	45.4	  -1.9001	 3.5981
13	 1996	 134	47.0	  -2.0387	 3.7289
14	 2148	 129	43.3	  -1.9944	 3.4048
15	 2166	 130	42.8	  -2.0618	 3.4407
16	 2507	 125	41.3	  -2.0698	 3.0843
17	 2509	 138	39.3	  -2.0247	 3.2792
18	 2709	 106	45.8	  -2.1087	 3.6106
19	 3129	 127	45.8	  -2.0915	 3.6781
20	 3052	 126	44.3	  -2.2395	 3.5841
21	 3416	 123	41.5	  -2.2318	 3.7844
22	 3451	 121	44.6	  -2.0628	 4.0414
23	 3775	 120	40.7	  -2.0537	 4.1213
24	 4115	 101	45.4	  -2.0506	 4.7564
25	 4461	  90	40.6	  -2.0750	 4.0972
26	 4938	  83	41.4	  -2.2155	 4.6151
27	 5363	  85	34.0	  -2.1701	 3.7062
28	 5647	  60	35.3	  -2.0681	 3.4719
29	 5969	  56	31.7	  -2.1286	 3.3769
30	    0	   0	 0.0	   0.0000	 0.0000
31	 7213	  37	43.4	  -2.2528	 3.9515
32	 7018	  85	39.2	  -2.1474	 3.6602
33	 7937	  51	39.2	  -2.0540	 3.8083
34	 7441	  42	37.8	  -2.1833	 4.3361
35	 6204	  13	43.1	  -2.2204	 4.5016
36	 8114	  26	29.1	  -2.2786	 3.1885
37	 8124	  53	27.7	  -2.1866	 3.6415
38	    0	   0	 0.0	   0.0000	 0.0000
