order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   69	 198	11.4	  -2.5200	 2.9278
 1	   84	 197	14.9	  -2.4633	 2.6951
 2	  126	 217	28.4	  -2.4997	 3.3440
 3	  148	 204	31.5	  -2.1450	 3.3761
 4	  189	 210	36.8	  -2.1532	 3.4041
 5	  214	 213	34.4	  -2.3497	 3.2375
 6	  260	 197	34.0	  -2.4053	 3.7342
 7	  282	 181	35.3	  -2.5347	 3.7125
 8	  323	 176	34.7	  -2.4080	 3.1913
 9	  392	 145	37.3	  -2.3601	 3.0772
10	  483	 188	38.6	  -2.4727	 3.4097
11	  615	 184	44.0	  -2.4705	 3.3634
12	  735	 162	43.8	  -2.2041	 3.5997
13	  817	 134	45.1	  -2.3622	 3.7338
14	  912	 129	41.0	  -2.3067	 3.4648
15	  951	 130	41.0	  -2.4840	 3.4633
16	 1146	 125	39.0	  -2.4087	 3.1046
17	 1178	 138	37.2	  -2.4852	 3.3762
18	 1297	 106	44.1	  -2.4810	 3.6205
19	 1532	 127	44.4	  -2.4197	 3.6695
20	 1529	 126	42.8	  -2.5776	 3.6108
21	 1758	 123	40.1	  -2.5595	 3.7964
22	 1812	 121	43.7	  -2.4276	 4.0116
23	 2014	 120	39.7	  -2.3748	 4.1167
24	 2225	 101	44.5	  -2.4215	 4.7180
25	 2467	  90	39.5	  -2.4322	 4.1061
26	 2757	  83	40.7	  -2.5479	 4.6111
27	 3050	  85	33.2	  -2.5230	 3.6636
28	 3242	  60	34.3	  -2.4030	 3.4571
29	 3513	  56	31.2	  -2.4785	 3.3812
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4308	  37	42.2	  -2.5479	 3.9687
32	 4245	  85	38.6	  -2.4784	 3.6443
33	 4833	  51	38.6	  -2.3807	 3.8104
34	 4612	  42	37.1	  -2.5015	 4.3345
35	 3877	  13	42.1	  -2.6049	 4.4677
36	 5166	  26	28.0	  -2.6095	 3.2055
37	 5172	  53	26.8	  -2.4604	 3.5740
38	    0	   0	 0.0	   0.0000	 0.0000
