order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  224	 198	31.3	  -2.4077	 3.2017
 1	  307	 197	32.3	  -2.3927	 2.9538
 2	  599	 217	43.2	  -2.3168	 3.3966
 3	  687	 204	43.5	  -2.2093	 3.2246
 4	  859	 210	47.7	  -2.2652	 3.3169
 5	  937	 213	43.0	  -2.2524	 3.2134
 6	 1059	 197	43.9	  -2.2728	 3.6711
 7	 1140	 181	42.2	  -2.3831	 3.7963
 8	 1257	 176	40.8	  -2.2568	 3.3145
 9	 1523	 145	40.7	  -2.2509	 3.1223
10	 1829	 188	42.5	  -2.3799	 3.3601
11	 2267	 184	47.2	  -2.3252	 3.3764
12	 2613	 162	45.8	  -2.1911	 3.6219
13	 2818	 134	47.2	  -2.2655	 3.7529
14	 3018	 129	43.6	  -2.2344	 3.4327
15	 3025	 130	42.9	  -2.3112	 3.4648
16	 3492	 125	41.4	  -2.3242	 3.1042
17	 3484	 138	39.7	  -2.3718	 3.3164
18	 3762	 106	46.3	  -2.3698	 3.6232
19	 4335	 127	46.1	  -2.3417	 3.6898
20	 4239	 126	44.5	  -2.5060	 3.6195
21	 4719	 123	41.8	  -2.4554	 3.7926
22	 4757	 121	44.9	  -2.3031	 4.0744
23	 5221	 120	40.9	  -2.2991	 4.1324
24	 5655	 101	45.6	  -2.3293	 4.7661
25	 6133	  90	40.8	  -2.3199	 4.0855
26	 6772	  83	41.7	  -2.4500	 4.6024
27	 7353	  85	34.3	  -2.4020	 3.6987
28	 7742	  60	35.3	  -2.3333	 3.4560
29	 8156	  56	32.2	  -2.3817	 3.3842
30	    0	   0	 0.0	   0.0000	 0.0000
31	 9813	  37	43.7	  -2.5164	 3.9876
32	 9530	  85	39.4	  -2.3948	 3.6611
33	10781	  51	39.4	  -2.3357	 3.8382
34	10084	  42	37.8	  -2.4335	 4.4043
35	 8420	  13	43.4	  -2.5004	 4.4503
36	10905	  26	28.9	  -2.5343	 3.2047
37	10909	  53	27.9	  -2.4813	 3.6616
38	    0	   0	 0.0	   0.0000	 0.0000
