order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   80	 198	 8.6	  -4.0325	 2.1219
 1	   96	 197	12.6	  -1.7821	 2.5909
 2	  137	 217	24.5	  -1.9783	 3.6485
 3	  160	 204	25.8	  -1.8499	 3.2286
 4	  196	 210	31.5	  -1.9724	 3.2580
 5	  229	 213	28.3	  -2.1393	 3.2904
 6	  284	 197	28.7	  -2.1681	 3.5901
 7	  303	 181	31.1	  -2.2685	 3.7747
 8	  351	 176	30.6	  -2.0547	 3.3950
 9	  429	 145	33.0	  -2.0438	 3.1295
10	  522	 188	36.6	  -2.2537	 3.3872
11	  660	 184	42.4	  -2.1838	 3.3638
12	  801	 162	40.7	  -2.0140	 3.6477
13	  902	 134	42.8	  -2.2263	 3.7899
14	 1019	 129	40.1	  -2.0351	 3.4799
15	 1078	 130	39.5	  -2.1521	 3.4902
16	 1314	 125	37.8	  -2.1492	 3.1506
17	 1366	 138	37.1	  -2.2169	 3.3129
18	 1532	 106	43.6	  -2.2443	 3.6093
19	 1831	 127	43.4	  -2.1945	 3.7031
20	 1842	 126	42.4	  -2.3528	 3.5796
21	 2130	 123	39.9	  -2.3104	 3.8144
22	 2219	 121	43.2	  -2.1227	 4.0476
23	 2478	 120	39.8	  -2.1313	 4.1095
24	 2789	 101	44.1	  -2.1784	 4.7361
25	 3117	  90	39.3	  -2.1692	 4.0719
26	 3546	  83	40.4	  -2.2918	 4.6366
27	 3929	  85	33.2	  -2.2619	 3.6813
28	 4228	  60	34.5	  -2.1425	 3.4395
29	 4533	  56	31.1	  -2.2398	 3.4428
30	    0	   0	 0.0	   0.0000	 0.0000
31	 5725	  37	42.1	  -2.3477	 4.0170
32	 5682	  85	38.7	  -2.2344	 3.6727
33	 6508	  51	38.4	  -2.1587	 3.8779
34	 6272	  42	37.5	  -2.2928	 4.3526
35	 5189	  13	43.3	  -2.3629	 4.3988
36	 7063	  26	28.5	  -2.3877	 3.3030
37	 7102	  53	26.7	  -2.3831	 3.6892
38	    0	   0	 0.0	   0.0000	 0.0000
